fantasy_player_id,player_first_name,player_last_name,nba_player_id
410.p.6557,Corey,Kispert,1630557.0
410.p.6558,Alperen,Sengun,1630578.0
410.p.6559,Trey,Murphy III,1630530.0
410.p.6560,Tre,Mann,1630544.0
410.p.6561,Kai,Jones,1630539.0
410.p.6562,Jalen,Johnson,1630552.0
410.p.6563,Keon,Johnson,1630553.0
410.p.6564,Isaiah,Jackson,1630543.0
410.p.6565,Usman,Garuba,1630586.0
410.p.6566,Josh,Christopher,1630528.0
410.p.6567,Quentin,Grimes,1629656.0
410.p.6568,Bones,Hyland,1630538.0
410.p.6569,Cameron,Thomas,1630560.0
410.p.6570,Jaden,Springer,1630531.0
410.p.6571,Day'Ron,Sharpe,1630549.0
410.p.6572,Santi,Aldama,1630583.0
410.p.6573,Isaiah,Todd,1630225.0
410.p.6574,Jeremiah,Robinson-Earl,1630526.0
410.p.6575,Jason,Preston,1630554.0
410.p.6576,Rokas,Jokubaitis,
410.p.6577,Herbert,Jones,1630529.0
410.p.6578,Miles,McBride,1630540.0
410.p.6579,JT,Thor,1630550.0
410.p.6580,Ayo,Dosunmu,1630245.0
410.p.6581,Neemias,Queta,1629674.0
410.p.6582,Jared,Butler,1630215.0
410.p.6583,Joe,Wieskamp,1630580.0
410.p.6584,Isaiah,Livers,1630587.0
410.p.6585,Greg,Brown,1630535.0
410.p.6586,Kessler,Edwards,1630556.0
410.p.6587,Juhann,Begarin,
410.p.6588,Dalano,Banton,1630625.0
410.p.6589,David,Johnson,77139.0
410.p.6590,Sharife,Cooper,1630536.0
410.p.6591,Marcus,Zegarowski,
410.p.6592,Filip,Petrusev,
410.p.6593,Brandon,Boston Jr.,1630527.0
410.p.6594,Luka,Garza,1630568.0
410.p.6595,Charles,Bassey,1629646.0
410.p.6596,Sandro,Mamukelashvili,1630572.0
410.p.6597,Aaron,Wiggins,1630598.0
410.p.6598,Scottie,Lewis,1630575.0
410.p.6599,Balsa,Koprivica,
410.p.6600,Jericho,Sims,1630579.0
410.p.6601,RaiQuan,Gray,
410.p.6602,Georgios,Kalaitzakis,1630686.0
410.p.6603,AJ,Lawson,1630639.0
410.p.6604,Trendon,Watford,1630570.0
410.p.6605,Joel,Ayayi,1630555.0
410.p.6606,Austin,Reaves,1630559.0
410.p.6607,Duane,Washington Jr.,1630613.0
410.p.6608,McKinley,Wright IV,1630593.0
410.p.6609,Terry,Taylor,1630678.0
410.p.6610,Aaron,Henry,1630565.0
410.p.6611,Matthew,Hurt,
410.p.6612,Chris,Smith,1814.0
410.p.6613,Jose,Alvarado,1630631.0
410.p.6614,Jock,Landale,1629111.0
410.p.6615,Jaime,Echenique,1630693.0
410.p.6616,Jordan,Goodwin,1630692.0
410.p.6617,Jay,Huff,1630643.0
410.p.6618,MaCio,Teague,1630617.0
410.p.6619,Sam,Hauser,1630573.0
410.p.6620,Eugene,Omoruyi,1630647.0
410.p.6621,DeJon,Jarreau,1630610.0
410.p.6622,Aamir,Simms,1630603.0
410.p.6623,M.J.,Walker,1630640.0
410.p.6624,David,Duke Jr.,1630561.0
410.p.6625,D.J.,Carton,1630618.0
410.p.6626,Daishen,Nix,1630227.0
410.p.6627,Chaundee,Brown Jr.,1630602.0
410.p.6628,Mac,McClung,1630644.0
410.p.6629,Yves,Pons,1630582.0
410.p.6630,D.J.,Stewart Jr.,1630597.0
410.p.6631,Aaron,Sims,
410.p.6632,Justin,Champagnie,1630551.0
410.p.6633,Ish,Wainright,1630688.0
410.p.6634,Marcus,Garrett,1630585.0
410.p.6635,JaQuori,McLaughlin,1630605.0
410.p.6636,Jeff,Dowtin,1630288.0
410.p.6637,Ethan,Thompson,1630679.0
410.p.6638,Feron,Hunt,1630624.0
410.p.6639,Carlik,Jones,1630637.0
410.p.6640,Kevin,Pangos,1630698.0
410.p.6641,Moses,Wright,1630589.0
410.p.6642,Mitch,Ballock,1630642.0
410.p.6643,RJ,Nembhard,1630612.0
410.p.6644,Jamorko,Pickett,1630691.0
410.p.6645,Matt,Lewis,1630665.0
410.p.6646,Isaiah,Miller,1630627.0
410.p.6647,Rob,Edwards,1630306.0
410.p.6648,Derrick,Alston Jr.,1630247.0
410.p.6649,Jordan,Schakel,1630648.0
410.p.6650,Matt,Coleman III,1630645.0
410.p.6651,DJ,Steward,1630569.0
410.p.6652,Dru,Smith,1630696.0
410.p.6653,Javonte,Smart,1630606.0
410.p.6654,Matt,Ryan,1630346.0
410.p.6655,Micah,Potter,1630695.0
410.p.6656,Jeremiah,Tilmon,
410.p.6657,Denzel,Mahoney,
410.p.6658,Romeo,Weems,
410.p.6659,James,Banks III,
410.p.6660,Malcolm,Hill,
410.p.6661,Jalen,Crutcher,
410.p.6662,Cameron,McGriff,
410.p.6663,Brandon,Rachal,
410.p.6664,Giorgi,Bezhanishvili,
410.p.6665,Nino,Johnson,
410.p.6666,Ibi,Watson,
410.p.6667,Troy,Baxter,
410.p.6668,LJ,Figueroa,
